type,repo_name,actor_login,created_at
PushEvent,patti/Research,patti,1.42257493E9
PushEvent,RuthAngus/GProtation,RuthAngus,1.422579401E9
PushEvent,adrn/gary,adrn,1.422580527E9
CreateEvent,jakevdp/multiband_LS,jakevdp,1.42258111E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422581411E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422582608E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.42258752E9
WatchEvent,michaeljones/breathe,jonathansick,1.422588966E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422590099E9
PushEvent,ivezic/Astr511,ivezic,1.422590099E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422590116E9
PushEvent,ivezic/Astr511,ivezic,1.422590117E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422590185E9
PushEvent,ivezic/Astr511,ivezic,1.422590186E9
PushEvent,ivezic/Astr511,ivezic,1.422590195E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422590195E9
PushEvent,ivezic/Astr511,ivezic,1.422590208E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422590208E9
PushEvent,adrn/StreamMorphology,adrn,1.422590958E9
PushEvent,adrn/StreamMorphology,adrn,1.422591174E9
PushEvent,adrn/StreamMorphology,adrn,1.42259135E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.422593306E9
PushEvent,RuthAngus/GProtation,RuthAngus,1.422624509E9
PushEvent,RuthAngus/GProtation,RuthAngus,1.42262453E9
PushEvent,RuthAngus/GProtation,RuthAngus,1.422626686E9
PushEvent,RuthAngus/GProtation,RuthAngus,1.422629329E9
PushEvent,RuthAngus/GProtation,RuthAngus,1.422629825E9
IssueCommentEvent,scikit-learn/scikit-learn,jakevdp,1.422632669E9
PushEvent,jakevdp/gatspy,jakevdp,1.422635794E9
IssueCommentEvent,jakevdp/gatspy,jakevdp,1.422635844E9
PullRequestEvent,jakevdp/gatspy,jakevdp,1.422635845E9
DeleteEvent,jakevdp/gatspy,jakevdp,1.422636115E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.42263623E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422636711E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422639689E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422639765E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422640199E9
IssueCommentEvent,astroML/astroML,jakevdp,1.422640473E9
PullRequestEvent,astroML/astroML,jakevdp,1.422640483E9
PushEvent,astroML/astroML,jakevdp,1.422640483E9
IssueCommentEvent,astroML/astroML,jakevdp,1.422640521E9
IssueCommentEvent,astroML/astroML,jakevdp,1.422641723E9
WatchEvent,piskvorky/smart_open,jonathansick,1.422646439E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.422647226E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.42264774E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.422649208E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422649397E9
WatchEvent,OttoStruve/awesome-astronomy-tools,gully,1.422649421E9
PushEvent,OttoStruve/awesome-astronomy-tools,gully,1.422649972E9
PushEvent,OttoStruve/awesome-astronomy-tools,gully,1.422650184E9
PushEvent,OttoStruve/awesome-astronomy-tools,gully,1.422650757E9
CreateEvent,OttoStruve/GSPS,gully,1.422650985E9
PushEvent,OttoStruve/GSPS,gully,1.422651122E9
WatchEvent,davidwhogg/HoneyComb,RuthAngus,1.422653288E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422655242E9
IssueCommentEvent,ivezic/Astr511,ivezic,1.422655316E9
PullRequestEvent,ivezic/Astr511,ivezic,1.42265552E9
PushEvent,ivezic/Astr511,ivezic,1.42265552E9
MemberEvent,davidwhogg/HoneyComb,davidwhogg,1.422655625E9
PushEvent,jakevdp/multiband_LS,ivezic,1.422655864E9
PushEvent,jakevdp/multiband_LS,ivezic,1.42265592E9
PushEvent,jakevdp/multiband_LS,ivezic,1.422656501E9
PushEvent,jakevdp/multiband_LS,ivezic,1.422656558E9
PushEvent,jakevdp/multiband_LS,ivezic,1.422656579E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422656908E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422656924E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422657274E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422657421E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422657444E9
PushEvent,OttoStruve/awesome-astronomy-tools,gully,1.422657997E9
PushEvent,OttoStruve/GSPS,gully,1.42266183E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422662151E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422662341E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422663309E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422663638E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422671708E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422671863E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422678321E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.422678595E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.422678626E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.422678684E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422679421E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422679455E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422679936E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422715495E9
IssueCommentEvent,jakevdp/mpld3,jakevdp,1.422719338E9
PushEvent,patti/Research,patti,1.422722821E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422733431E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741186E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741277E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741372E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741405E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741553E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741595E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422741655E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422743238E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.42274367E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422744019E9
IssuesEvent,mkness/TheCannon,davidwhogg,1.422744212E9
IssueCommentEvent,mkness/TheCannon,davidwhogg,1.422744248E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422744459E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.42274493E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.42274615E9
WatchEvent,thoughtbot/hound,jonathansick,1.422750457E9
CreateEvent,jonathansick/lsst_hound,jonathansick,1.422751262E9
CreateEvent,jonathansick/lsst_hound,jonathansick,1.422751279E9
PushEvent,adrn/gary,adrn,1.422752664E9
PushEvent,jonathansick/lsst_hound,jonathansick,1.422753128E9
IssueCommentEvent,mkness/TheCannon,davidwhogg,1.422759659E9
PushEvent,adrn/gary,adrn,1.422759973E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422761595E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.422771645E9
PushEvent,jonathansick/lsst_talk_snippets,jonathansick,1.422777602E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422807396E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.42280879E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422809323E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.42281057E9
PullRequestEvent,davidwhogg/HoneyComb,davidwhogg,1.422810806E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.422810807E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422810812E9
MemberEvent,davidwhogg/HoneyComb,davidwhogg,1.42281095E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422811012E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422811049E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422811049E9
IssueCommentEvent,jeffreymei/StellarSpectroscopy,davidwhogg,1.422811236E9
IssueCommentEvent,dfm/daft,davidwhogg,1.422811286E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422811971E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.422817005E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.422818231E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.422818265E9
IssueCommentEvent,drphilmarshall/LocalGroupHaloProps,drphilmarshall,1.42281841E9
IssueCommentEvent,JuliaAstro/FITSIO.jl,kbarbary,1.422820283E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422821009E9
PushEvent,adrn/gary,adrn,1.422825411E9
PushEvent,adrn/gary,adrn,1.422826058E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.42282689E9
PushEvent,adrn/gary,adrn,1.422827273E9
PushEvent,adrn/gary,adrn,1.422827742E9
PushEvent,adrn/gary,adrn,1.422829331E9
PushEvent,adrn/gary,adrn,1.422829412E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422831354E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422832002E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422832535E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422832627E9
IssuesEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422837516E9
PushEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422837594E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422837887E9
IssuesEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422838097E9
IssueCommentEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422838123E9
IssueCommentEvent,LSST-nonproject/sims_maf_contrib,rhiannonlynne,1.42284007E9
IssuesEvent,sncosmo/sncosmo,rbiswas4,1.422840543E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.42285006E9
PushEvent,adrn/gary,adrn,1.422852341E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.422852987E9
PushEvent,adrn/gary,adrn,1.422853067E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422853164E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422853399E9
PushEvent,davidwhogg/HoneyComb,davidwhogg,1.42285352E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.42285361E9
PushEvent,adrn/gary,adrn,1.422853687E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422853723E9
PushEvent,adrn/StreamMorphology,adrn,1.422854213E9
PushEvent,adrn/gary,adrn,1.422854811E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.422881193E9
IssuesEvent,jeffreymei/StellarSpectroscopy,davidwhogg,1.422884829E9
IssueCommentEvent,mkness/TheCannon,davidwhogg,1.42288488E9
IssueCommentEvent,jakevdp/mpld3,jakevdp,1.422887714E9
IssueCommentEvent,jakevdp/mpld3,jakevdp,1.422887774E9
IssueCommentEvent,adrn/ipython,adrn,1.422888248E9
PushEvent,adrn/StreamMorphology,adrn,1.422894882E9
PushEvent,jradavenport/jradavenport.github.io,jradavenport,1.422895364E9
IssueCommentEvent,dfm/python-fsps,jonathansick,1.422898847E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.422900148E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.422900382E9
IssueCommentEvent,LSST-nonproject/sims_maf_contrib,rhiannonlynne,1.42290113E9
IssueCommentEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422904214E9
IssuesEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422904215E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.422904273E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422904354E9
IssueCommentEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422904568E9
IssuesEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422904568E9
IssuesEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422904585E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.422905859E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.422907105E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.422907164E9
IssueCommentEvent,dstndstn/astrometry.net,davidwhogg,1.422907201E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422907254E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422907291E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.422907418E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.422907504E9
PullRequestEvent,ivezic/Astr511,ivezic,1.422907876E9
PushEvent,ivezic/Astr511,ivezic,1.422907877E9
PushEvent,ivezic/Astr511,ivezic,1.422909816E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.422910548E9
IssueCommentEvent,kbarbary/sep,kbarbary,1.422912923E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422913971E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.42291405E9
PushEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422914132E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.422914254E9
IssueCommentEvent,kbarbary/sep,kbarbary,1.422914592E9
PushEvent,kbarbary/sep,kbarbary,1.422916003E9
PushEvent,kbarbary/sep,kbarbary,1.422916003E9
ForkEvent,ContinuumIO/anaconda-ec2,jakevdp,1.422917423E9
WatchEvent,WhiteHouse/2016-budget-data,jradavenport,1.422919589E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422919977E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422920292E9
IssueCommentEvent,mapbox/node-wmtiff,kapadia,1.422920329E9
PushEvent,sofiatti/sofiatti.github.io,sofiatti,1.422924023E9
PushEvent,sofiatti/sofiatti.github.io,sofiatti,1.422924181E9
CreateEvent,AstroHackWeek/website_source_2015,dhuppenkothen,1.422925048E9
CreateEvent,AstroHackWeek/website_source_2015,dhuppenkothen,1.422925133E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422930466E9
IssueCommentEvent,davidwhogg/HoneyComb,davidwhogg,1.422930493E9
PushEvent,wiseio/datascience-docker,profjsb,1.422938739E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.422944295E9
IssueCommentEvent,LSST-nonproject/sims_maf_contrib,rhiannonlynne,1.422948591E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.422959905E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.422960049E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422963984E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.422966204E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.422971773E9
CreateEvent,rbiswas4/lsstpipeline,rbiswas4,1.422978961E9
PullRequestEvent,rbiswas4/lsstpipeline,rbiswas4,1.422978983E9
PullRequestEvent,rbiswas4/lsstpipeline,rbiswas4,1.422978991E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.422978991E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422986488E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.422986542E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.422986649E9
IssueCommentEvent,dfm/python-fsps,jonathansick,1.422987129E9
PullRequestEvent,dfm/python-fsps,jonathansick,1.422987148E9
PushEvent,dfm/python-fsps,jonathansick,1.422987149E9
IssueCommentEvent,dfm/python-fsps,jonathansick,1.422987246E9
IssueCommentEvent,dfm/python-fsps,jonathansick,1.422987412E9
IssueCommentEvent,dfm/python-fsps,jonathansick,1.422988873E9
CreateEvent,AstroHackWeek/2015,dhuppenkothen,1.422991141E9
PushEvent,jakevdp/gatspy,jakevdp,1.4229915E9
IssueCommentEvent,dfm/python-fsps,jonathansick,1.422991717E9
PushEvent,jakevdp/multiband_LS,ivezic,1.422994672E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.422994855E9
IssueCommentEvent,annayqho/AnnaCannon,davidwhogg,1.42299492E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.422994934E9
PushEvent,ivezic/Astr511,ivezic,1.422996367E9
PushEvent,ivezic/Astr511,ivezic,1.422997585E9
CreateEvent,mapbox/cardboard,kapadia,1.422997963E9
PullRequestEvent,mapbox/cardboard,kapadia,1.422998009E9
IssueCommentEvent,mapbox/cardboard,kapadia,1.422998294E9
PushEvent,sofiatti/SCP,sofiatti,1.423000943E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.4230021E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423002294E9
PushEvent,nhuntwalker/thesis_materials,nhuntwalker,1.42300515E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423007972E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423008262E9
CreateEvent,ivezic/ivezic.github.io,ivezic,1.423010713E9
PushEvent,ivezic/ivezic.github.io,ivezic,1.42301092E9
PushEvent,jakevdp/multiband_LS,ivezic,1.423012435E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423012616E9
GollumEvent,ipython/ipython,fperez,1.423016188E9
PushEvent,kapadia/l8,kapadia,1.423017095E9
PushEvent,AstroHackWeek/2015,dhuppenkothen,1.423019129E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423023223E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423023509E9
PullRequestEvent,ivezic/Astr511,ivezic,1.423027675E9
PushEvent,ivezic/Astr511,ivezic,1.423027676E9
CreateEvent,rbiswas4/lsstpipeline,rbiswas4,1.423031699E9
PullRequestEvent,rbiswas4/lsstpipeline,rbiswas4,1.423034196E9
PullRequestEvent,rbiswas4/lsstpipeline,rbiswas4,1.423034226E9
PushEvent,rbiswas4/lsstpipeline,rbiswas4,1.423034226E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.423058937E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.423059521E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.423059595E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.42306391E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423066177E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423066381E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.423070356E9
ReleaseEvent,astroML/gatspy,jakevdp,1.423076169E9
PushEvent,astroML/gatspy,jakevdp,1.423076351E9
PushEvent,astroML/gatspy,jakevdp,1.423076421E9
PushEvent,astroML/gatspy,jakevdp,1.42307653E9
PushEvent,astroML/text_errata,ivezic,1.423078453E9
IssueCommentEvent,rbiswas4/SNIacatalogs,rbiswas4,1.423079074E9
IssuesEvent,rbiswas4/SNIacatalogs,rbiswas4,1.423079074E9
PushEvent,astroML/gatspy,jakevdp,1.423080166E9
IssueCommentEvent,iancze/Starfish,davidwhogg,1.423080805E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.423080898E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423080938E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423081253E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.423081415E9
IssueCommentEvent,davidwhogg/HoneyComb,RuthAngus,1.423081539E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423082295E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423082518E9
CreateEvent,jradavenport/dst4l_2015,jradavenport,1.423085324E9
CreateEvent,BrownDwarf/ApJdataFrames,gully,1.423086048E9
CreateEvent,jakevdp/multiband_LS,jakevdp,1.423087285E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423087558E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423087574E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423087779E9
PushEvent,bareid/LSSanalysis,bareid,1.423088439E9
PushEvent,bareid/xi,bareid,1.423088453E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423091623E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423091817E9
WatchEvent,z-m-k/ipyD3,gully,1.42309408E9
ForkEvent,ipython-books/cookbook-code,gully,1.423094376E9
PushEvent,sofiatti/SCP,sofiatti,1.423095453E9
PushEvent,sofiatti/sofiatti.github.io,sofiatti,1.423096846E9
IssueCommentEvent,astropy/astropy,adrn,1.423099293E9
PushEvent,adrn/astropy,adrn,1.423100098E9
CreateEvent,nhuntwalker/js_repo,nhuntwalker,1.423100411E9
CreateEvent,nhuntwalker/js_repo,nhuntwalker,1.423100415E9
CreateEvent,rbiswas4/SNIacatalogs,rbiswas4,1.423102941E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.423102963E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.42310297E9
PullRequestEvent,rbiswas4/SNIacatalogs,rbiswas4,1.42310297E9
GollumEvent,LSST-nonproject/sims_maf_contrib,drphilmarshall,1.423125609E9
IssuesEvent,davidwhogg/HoneyComb,davidwhogg,1.423136158E9
IssueCommentEvent,astropy/astropy,adrn,1.423143081E9
IssueCommentEvent,astropy/astropy,adrn,1.423144958E9
PushEvent,adrn/gary,adrn,1.423151807E9
PushEvent,BrownDwarf/ApJdataFrames,gully,1.423155318E9
PushEvent,jradavenport/dst4l_2015,jradavenport,1.423157485E9
IssueCommentEvent,jakevdp/mpld3,jakevdp,1.42315822E9
IssuesEvent,rbiswas4/SNIacatalogs,rbiswas4,1.423160492E9
IssuesEvent,rbiswas4/SNIacatalogs,rbiswas4,1.42316053E9
PushEvent,astroML/gatspy,jakevdp,1.423160588E9
PushEvent,jakevdp/supersmoother,jakevdp,1.4231608E9
PushEvent,BrownDwarf/ApJdataFrames,gully,1.423161911E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423163245E9
CreateEvent,mapbox/cardboard,kapadia,1.423163553E9
PushEvent,mapbox/cardboard,kapadia,1.423163623E9
PushEvent,davidwhogg/HoneyComb,RuthAngus,1.423163746E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423164685E9
CreateEvent,jakevdp/multiband_LS,jakevdp,1.423164692E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423164869E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423165133E9
PushEvent,mapbox/cardboard,kapadia,1.423166114E9
PushEvent,jonathansick/lsst_talk_snippets,jonathansick,1.42316822E9
IssuesEvent,davidwhogg/HoneyComb,RuthAngus,1.423168613E9
PushEvent,RuthAngus/KeplerGP,RuthAngus,1.423169142E9
PushEvent,RuthAngus/KeplerGP,RuthAngus,1.423169149E9
PushEvent,dhuppenkothen/UTools,dhuppenkothen,1.423169458E9
PushEvent,jradavenport/dst4l_2015,jradavenport,1.423170427E9
PushEvent,jradavenport/dst4l_2015,jradavenport,1.423170485E9
PushEvent,jonathansick/lsst_talk_snippets,jonathansick,1.423173128E9
CreateEvent,2015ASTR511/Project3,ogtelford,1.423174135E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423174672E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423174684E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423175216E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423175387E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.42317547E9
PushEvent,sncosmo/sncosmo,kbarbary,1.423175479E9
PullRequestEvent,sncosmo/sncosmo,kbarbary,1.423175479E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.42317585E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423175983E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423176053E9
GollumEvent,2015ASTR511/DimRed,ogtelford,1.423176443E9
PushEvent,rbiswas4/SNIacatalogs,rbiswas4,1.423176652E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.423177265E9
PushEvent,BrownDwarf/ApJdataFrames,gully,1.423179497E9
WatchEvent,JuliaAstro/Cosmology.jl,karenyyng,1.42318214E9
IssueCommentEvent,landsat-pds/landsat_ingestor,kapadia,1.423184433E9
CreateEvent,astroML/gatspy,jakevdp,1.423185011E9
PushEvent,astroML/gatspy,jakevdp,1.423185066E9
IssuesEvent,kbarbary/snpgm,kbarbary,1.423188594E9
PushEvent,jradavenport/dst4l_2015,jradavenport,1.423193871E9
PushEvent,jradavenport/dst4l_2015,jradavenport,1.423194386E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.4231944E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423194753E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.42319612E9
PushEvent,jakevdp/multiband_LS,jakevdp,1.423196396E9
IssuesEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423208019E9
IssuesEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423208109E9
IssuesEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423208276E9
IssuesEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423208468E9
PushEvent,BrownDwarf/ApJdataFrames,gully,1.423208777E9
IssuesEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.42320881E9
PushEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423209682E9
PullRequestEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423209682E9
IssuesEvent,DarkEnergyScienceCollaboration/ImageSimulationRecipes,drphilmarshall,1.423210131E9
IssuesEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423210473E9
IssueCommentEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423210473E9
IssueCommentEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423211398E9
IssueCommentEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423211646E9
IssueCommentEvent,kbarbary/snpgm,drphilmarshall,1.423212487E9
IssueCommentEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423212705E9
IssueCommentEvent,DarkEnergyScienceCollaboration/Twinkles,drphilmarshall,1.423237251E9
IssueCommentEvent,DarkEnergyScienceCollaboration/Twinkles,rbiswas4,1.423237542E9
PushEvent,rbiswas4/docker_dev,rbiswas4,1.423241983E9
IssueCommentEvent,sncosmo/sncosmo,kbarbary,1.423244363E9
IssueCommentEvent,mapbox/rasterio,kapadia,1.423245289E9
ForkEvent,kbarbary/snpgm,rbiswas4,1.42324614E9
IssuesEvent,adrn/gary,adrn,1.423247003E9
PushEvent,astroML/astroML,jakevdp,1.423249146E9
PushEvent,rbiswas4/snpgm,rbiswas4,1.423249548E9
PushEvent,jonathansick/lsst_talk_snippets,jonathansick,1.423250047E9
IssueCommentEvent,drphilmarshall/OM10,drphilmarshall,1.423250758E9
PushEvent,drphilmarshall/OM10,drphilmarshall,1.423250763E9
PullRequestEvent,drphilmarshall/OM10,drphilmarshall,1.423250763E9
PushEvent,astroML/gatspy,jakevdp,1.423250964E9
CreateEvent,RuthAngus/K2rotation,RuthAngus,1.423251449E9
IssueCommentEvent,kbarbary/snpgm,kbarbary,1.423252139E9
